stars,comment,title,review_date
5.0,"









  
  
    
  Good

  
",Good,04-Oct-19
5.0,"









  
  
    
  Yep. Never had an issue. Had for over a year and it just works

  
",Works,08-Jan-18
5.0,"









  
  
    
  Not sure about water resistance. Not like to test it. But suitable for Samsung mobile.

  
",Great!,20-Feb-20
5.0,"









  
  
    
  Material and storage capacity also good

  
",Material and storage capacity good,28-Sep-18
4.0,"









  
  
    
  Ita a great product by Samsung. Hope it gets cheaper a little more.

  
",Good product,10-Dec-18
5.0,"









  
  
    
  Hobby to good

  
",Excellent,22-May-19
4.0,"









  
  
    
  It's very nice. It's storage is about 63.99gb. it's value for money and it's transfer and reading speed is better as it is of class 10.It is easy to install.

  
",It's best storage card.,19-Jun-19
1.0,"









  
  
    
  Don't buy, it's got corrupted within 3 months and not able to retrieve the data.

  
",Bad Quality,11-Dec-17
5.0,"









  
  
    
  Working well

  
",Samsung memmory card,14-Jan-20
5.0,"









  
  
    
  nice and great as expected from a top brand like samsung

  
",good,13-May-19
4.0,"









  
  
    
  Material quality is good

  
",Good one,26-Oct-19
5.0,"









  
  
    
  Perfect for storage soft copies, useful in all purpose, value for money & easy to install in many gadgets.

  
",Genuine in all aspects.,15-Nov-18
5.0,"









  
  
    
  Nice product

  
",Value for money,27-Dec-19
5.0,"









  
  
    
  My Best Memory Card. its best in all segmant.so i recommended you.

  
",Five Star.Thanks amazon.,29-Apr-19
5.0,"









  
  
    
  Class 10 really high rate data transfer. Awesome working in full frame camera.

  
",Best product in class 10,18-Nov-19
5.0,"









  
  
    
  I bought this many times already. Its good.But once i got a second hand item which i returned.

  
",Samsung is too good,24-Aug-18
5.0,"









  
  
    
  Very nice product.Transfer speed is good

  
",👌👌🔥,04-Dec-18
5.0,"









  
  
    
  Satisfactory product

  
",go for it,11-Dec-17
5.0,"









  
  
    
  By far the best mSD card I have owned. Works lightning fast.

  
",THE. BEST.,12-Aug-19
5.0,"









  
  
    
  Selected this card to be the best.Hope it will last atleast 10 years.And thus,it is worth for the price

  
",Excellent,28-Oct-19
4.0,"









  
  
    
  Nice and best product.. But on the first time i got duplicate piece and then they replaced it... Now it is working fine

  
",Good one but little disappointed,22-Nov-18
1.0,"









  
  
    
  product is very good,but Amazon 420 froud do with putting wrong discription, biggest froud.

  
",corrupt,03-Mar-20
2.0,"









  
  
    
  Product is not working on many android phones. Replaced 2 of them but same issue. Ultimately have to take refund

  
",Not up to the mark,20-Jul-20
5.0,"









  
  
    
   It's a bang for the buckIt's write and read speeds are also very good

  
",The real deal,11-Sep-18
5.0,"









  
  
    
  I an using it till date.No problem no issues.

  
",Excellent.,21-Feb-20
5.0,"









  
  
    
  Best in class .If you want 64 gb memory then i suggest you to go for it .I have all company 64gb memory card.but samsung 64gb 2017 model is best.And i got this in 1499 so for me the best deal .I bought 2 memory card 1st time 1599 and second time 1499

  
",Best in class,03-Jan-20
5.0,"









  
  
    
  Very Good

  
",My Rating,04-Dec-18
5.0,"









  
  
    
  perfect

  
",perfect,11-Dec-17
5.0,"









  
  
    
  Reading speed is good

  
",Good product,09-Nov-19
5.0,"









  
  
    
  Find the product fine. Working normal as expected.

  
",Find the product fine,25-Nov-19
5.0,"









  
  
    
  Very good product. A little slow.

  
",Very good product,12-Sep-19
5.0,"









  
  
    
  Useful to storage

  
",Nice work,23-Dec-18
1.0,"









  
  
    
  I purchased Samsung Galaxy M31 and this Memory Card of 256 GB.  But, found that, the Memory Card is not fit into the Mobile.

  
",Non Compatible,11-Oct-19
5.0,"









  
  
    
  Samsung should reduce the pricing for 256 GB & 512 GB

  
",Awesome,10-Mar-20
5.0,"









  
  
    
  Best

  
",Best,19-Mar-20
5.0,"









  
  
    
  Got 38.60MB/s write speed and 57.31 MB/s read speed in a1 benchmark app ,used it in samsung s8

  
",Excellent product,06-Feb-19
5.0,"









  
  
    
  Good memory card for a samsung device  i have tested its working fine and good..

  
",Worth it....,04-Dec-18
5.0,"









  
  
    
  Amazing product. Got at good price during sale. Very fast

  
",Five Stars,11-Dec-17
5.0,"









  
  
    
  Very good products products working properly

  
",Good,19-Jul-18
5.0,"









  
  
    
  Got good product ..dear friends actually there are many seller name given in amazing but always purchased  from Appario Retail Private Ltd ..(seller)

  
",Good product received,23-Sep-17
5.0,"









  
  
    
  Gifted to my wife. No complain till now.

  
",Gifted to my wife.,20-Oct-19
4.0,"









  
  
    
  Speed is good

  
",Memory,09-Jun-19
4.0,"









  
  
    
  It is nice product to enhance your data storing capacity. Nice speed of transfer data. I using it in my samsung j7 device so good compatible with my device. Thanks amazon

  
",Nice product,25-Jul-19
5.0,"









  
  
    
  Suits well for action cameras.Read Speed : 44 MB/sWrite Speed : 20 MB/s

  
",Excellent Card.,01-Nov-19
4.0,"









  
  
    
  very good product, quality, packing, speed.100% Original.Buy without any doubt.

  
",Great Quality Original Samsung Memory card. Buy without any doubt.,16-Nov-18
5.0,"









  
  
    
  EXCELLENT

  
",NICE,08-Aug-17
5.0,"









  
  
    
  Good memory card....i have lasting it still now....with out any problem.....

  
",Good prodect low price as per quality .....,04-Dec-18
5.0,"









  
  
    
  Samsung EVO Plus Grade 3, Class 10 64GB,  Almost 6 times faster than my old Sandisk Ultra micro SDHC UHS-1 CARD. Tested in my Sony SLT A-57 DSLR camera.Satisfied with the performance.

  
",Satisfied with the performance,11-Dec-17
3.0,"









  
  
    
  It can be used in only one mobile after some time it will be only readable.. And in other system it will say memory card is corrupted.

  
",Kewal brand name he bik rha hai,26-May-20
4.0,"









  
  
    
  Setting up to use this as external memory is very pain and no instructions is provided. Speed is a bit  slow but faster than most of memory.

  
",Product is very good but price is too high,14-Jul-17
5.0,"









  
  
    
  Good one to get it among its competitors.Decent speed transfer. No issues whatsoever till date.

  
",Good one,06-Apr-19
5.0,"









  
  
    
  Best product to buy if you want to go for 32 GB memory card for your phone. It works very well with my Samsung Galaxy S7.

  
",Best Product,07-Aug-19
1.0,"









  
  
    
  Good

  
",Nice,14-Apr-19
5.0,"









  
  
    
  Works well with my Samsung galaxy s7

  
",Very good product.,20-Oct-17
1.0,"









  
  
    
  This product is not working please solve the problem and my money is refund it please refund the amount this samsung sd card 32gb is not working

  
",This product is not working,10-Mar-20
5.0,"









  
  
    
  I liked the product very much and its price is also surprising......So it's very good product

  
",Very good product at this price of range,11-May-19
5.0,"









  
  
    
  Awesome

  
",Very good,04-Dec-18
5.0,"









  
  
    
  Excellent product. I have used it for diving and nature photography. Good performance for recording 1080p 60fps and 4k 30fps.Also safe to use in salty water environment!

  
",Excellent product,11-Dec-17
3.0,"









  
  
    
  I had problem while instalation. And i lost some of my important files also. After that i installed sucessfully by help of my friend.

  
",Problem while installation.,19-Nov-19
5.0,"









  
  
    
  Value for money.

  
",Great,02-Feb-19
4.0,"









  
  
    
  good

  
",good,13-Nov-19
5.0,"









  
  
    
  Product is OK

  
",good one,09-Sep-19
5.0,"









  
  
    
  I'm a fan of this brands memory card and it never disappointed me.

  
",Rockstar,26-Jan-20
5.0,"









  
  
    
  Bought in offer at 2009rs, worth that much.. but not above 4k

  
",Good valle at 2009rs,03-Nov-19
1.0,"









  
  
    
  Complete damaged product, it's been 4 months I need to reformat it again  and again, even Amazon com care is unable to provide me warranty center of Samsung. Waste products

  
",Damaged product,12-Oct-19
5.0,"









  
  
    
  Thanks to seller, thanks to Amazon. 100% Genuine Product. Best SD card in Best Price.

  
",100% Genuine Product. Best SD card in Best Price,18-Nov-18
3.0,"









  
  
    
  Good

  
",Good,04-Dec-18
5.0,"









  
  
    
  before using i need to format it to make it work for my MI 6A phone

  
",works just fine,11-Dec-17
4.0,"









  
  
    
  As you people mentioned thr it's not getting 100/90mbps read and write speed ,, it's only have writing speed 40mbps and below 20 or 25 sometimes write speed

  
",Speed only 70mbps read /40 Mbps write,22-Feb-20
5.0,"









  
  
    
  nice product

  
",nice product,20-Dec-18
1.0,"









  
  
    
  Hated this product..after one year it has stopped working..phone says can't read memory card..all my important information is lost..every samsung product is useless.. don't buy this..

  
",Worst product,07-Feb-20
5.0,"









  
  
    
  Very nice all d way. Deserving product

  
",Worth buying,17-Oct-19
5.0,"









  
  
    
  Only 59 gb is avialable.But it shows differ data in other smartphones.

  
",Running fast.......,16-Apr-19
4.0,"









  
  
    
  A good product from Samsung

  
",Value for money,25-Mar-19
5.0,"









  
  
    
  Im writing this review very late. I'm using it for long time. And it's still working as fast as it is described.

  
",Best product,04-Dec-18
5.0,"









  
  
    
  It's very ginuine product from amazon

  
",Thank you amazon,01-Aug-19
5.0,"









  
  
    
  AWESOME price

  
",AWESOME qwality,23-Aug-19
5.0,"









  
  
    
  Good product

  
",Better than Sandisk,11-Dec-17
5.0,"









  
  
    
  good working smooth

  
",GOOD PRODUCT,25-Oct-18
5.0,"









  
  
    
  Bought it for Rs.699 on lightning deal. This memory card  tranfers the files really fast than my sandisk memory card which is a class 10 memory card. Would like purchase again if want memory card in the future and i recommend it to everyone.

  
",Worth the value.,13-Oct-19
4.0,"









  
  
    
  Simply nice product by samsung. This is very usefull, you can brought it confidently.  I was very happy to get it

  
",Genuine product 😍,31-Dec-19
5.0,"









  
  
    
  Amazing speeds. My Moto g5 plus is happily absorbing a lot of data. Will upload a specs screen later!

  
",So much space!,08-Jun-18
5.0,"









  
  
    
  Very satisfied  with the product. Delivery and packaging  was smooth. Storage capacity is good. It's 64GB and 60Gb on device. Works well on samsung phones.

  
",Good  product,14-Oct-19
